x,y,traffic
1659,68,1.930072
1935,17,1.93003
1553,596,1.92972
61,763,1.92967
702,236,1.929399
2207,1106,1.929306
1670,49,1.929278
36,2198,1.92923
1826,1356,1.929174
1292,4,1.929055
1127,437,1.929023
707,236,1.928984
1896,409,1.928893
843,575,1.928862
225,925,1.928852
364,420,1.928725
1920,498,1.928667
1915,73,1.928641
4,1051,1.928451
1901,223,1.928251
2248,291,1.928127
778,157,1.928104
446,321,1.92787
73,548,1.92782
1607,218,1.927666
2434,1681,1.927572
994,1085,1.927536
995,1085,1.927536
250,845,1.927533
711,889,1.927466
2279,1327,1.927401
2178,632,1.927386
250,1003,1.927295
2069,21,1.927091
131,776,1.927082
1136,496,1.927065
778,158,1.926875
2030,670,1.926843
1947,1376,1.926821
1737,2495,1.926817
2260,871,1.926707
2126,216,1.92659
1614,345,1.926505
2295,690,1.926474
2126,871,1.926394
2277,882,1.926296
1904,659,1.926004
97,1279,1.925946
2110,783,1.925946
1202,108,1.925941
1364,78,1.925928
2373,1534,1.925903
1330,131,1.92585
2205,644,1.925626
2224,981,1.925568
184,1685,1.925537
184,1686,1.925537
2071,566,1.925523
2066,1522,1.925464
546,427,1.925434
316,644,1.925417
2241,1344,1.925307
2245,1286,1.92527
2234,884,1.925257
1658,73,1.9252
190,879,1.925167
561,848,1.925125
1893,711,1.925076
1746,655,1.925026
459,193,1.924804
696,143,1.924606
1697,511,1.924569
515,217,1.924567
1769,1451,1.924509
1891,878,1.924483
1911,351,1.924163
2189,976,1.923975
555,958,1.923715
75,1288,1.923714
865,554,1.923601
1869,1600,1.923598
428,452,1.923468
512,425,1.923405
1935,2367,1.923236
2146,283,1.923215
1727,296,1.923205
2288,236,1.923186
1900,2076,1.92308
2002,1496,1.923078
2013,1516,1.923078
2103,313,1.923027
2067,1444,1.923024
95,127,1.922986
2095,405,1.922952
2084,1438,1.922634
586,401,1.922554
1915,860,1.922474
2462,1569,1.922401
550,412,1.922332
1421,95,1.922292
80,540,1.922042
2389,441,1.921861
2339,1556,1.921773
1941,638,1.921734
1956,1317,1.921569
689,97,1.921554
770,573,1.921497
2036,2400,1.921458
2239,1311,1.921195
308,654,1.921151
2146,877,1.921096
2180,2391,1.921077
794,645,1.92093
154,137,1.920802
710,250,1.920796
1550,747,1.920789
1952,667,1.920741
1719,1252,1.920726
2184,2358,1.920625
2183,2365,1.920625
1170,492,1.920576
1155,710,1.920575
706,248,1.920549
205,903,1.920481
2202,962,1.920467
2315,1552,1.920465
61,585,1.92046
1736,651,1.920455
2187,2472,1.920405
2212,2466,1.920253
331,892,1.920252
1494,1478,1.920084
2139,202,1.920076
533,311,1.919807
2200,962,1.919617
2201,962,1.919617
287,857,1.919467
81,782,1.919464
2380,977,1.919347
1410,101,1.919274
458,327,1.919169
527,320,1.919145
2497,2232,1.919026
507,243,1.918892
87,919,1.918871
515,77,1.91882
514,78,1.91882
2254,1468,1.918815
713,341,1.918791
1913,693,1.918737
2121,2293,1.91871
1244,142,1.9187
2480,579,1.918669
81,1277,1.918467
2033,1438,1.918439
471,2318,1.918421
1980,580,1.918396
2073,2448,1.918386
198,1035,1.918263
2299,1346,1.918257
1977,596,1.918222
1457,224,1.918188
2178,505,1.918185
1601,1388,1.918141
1990,1365,1.918071
1902,1,1.918066
2187,2367,1.918051
611,262,1.917761
2053,1500,1.917727
2224,895,1.917571
2405,1362,1.917563
1852,921,1.917434
2220,991,1.917425
101,124,1.917261
1242,709,1.917211
1839,655,1.916802
1981,1500,1.916785
1034,300,1.916747
128,924,1.916736
1980,89,1.916722
1180,944,1.916667
1170,963,1.916667
1170,964,1.916667
1170,965,1.916667
1170,966,1.916667
714,794,1.916667
115,1560,1.9166
450,460,1.916431
554,331,1.916396
305,656,1.916323
1889,489,1.916323
2362,1393,1.916315
1183,332,1.916313
1916,687,1.916215
2434,177,1.915936
534,347,1.915848
535,347,1.915848
2094,1523,1.915547
1710,865,1.915489
701,257,1.915424
535,231,1.91537
1798,246,1.915184
1184,322,1.91516
2130,292,1.915137
215,1380,1.91495
2218,1121,1.914765
2083,1438,1.91474
199,1309,1.914668
540,234,1.914494
84,542,1.914459
1636,220,1.914384
1852,60,1.914293
1600,206,1.914239
2346,445,1.914142
1604,221,1.914075
2061,244,1.914028
1122,454,1.914006
2327,259,1.914003
2178,633,1.9139
928,659,1.913811
1470,135,1.913725
1448,229,1.913708
269,412,1.913597
1383,522,1.913592
1266,349,1.913587
2350,319,1.9135
1570,354,1.913256
1079,474,1.913254
1469,1434,1.913204
2022,798,1.913144
1971,2165,1.913056
1971,2167,1.913056
1971,2169,1.913056
1684,353,1.912822
2061,756,1.91273
1531,575,1.912687
2413,1695,1.912678
1986,694,1.912643
2243,292,1.912506
1637,1196,1.91241
68,1282,1.912287
470,230,1.912258
1857,2451,1.912256
327,390,1.912216
2011,1486,1.912168
2234,699,1.912161
193,1216,1.91207
2295,2312,1.912018
778,900,1.91177
49,899,1.911579
2394,1359,1.911408
2446,193,1.911237
1375,120,1.911141
2091,1511,1.911111
1698,485,1.911103
1946,199,1.910964
78,1277,1.910951
517,947,1.910938
1705,1234,1.9109
1740,2495,1.910741
397,993,1.910456
274,899,1.910423
1847,2259,1.910365
1852,2266,1.910365
1853,2266,1.910365
1916,61,1.910063
170,1118,1.909984
1486,13,1.909916
1867,722,1.909839
1486,1435,1.90968
2295,220,1.909502
1811,230,1.909349
2107,312,1.909213
2418,2194,1.909209
108,824,1.909153
2220,967,1.909139
1920,178,1.909122
1504,1408,1.908942
833,235,1.908692
124,750,1.908498
1850,2239,1.908341
2366,449,1.908302
1791,2440,1.908195
346,71,1.908025
2127,559,1.907937
2028,794,1.907932
2424,1102,1.907874
1979,2291,1.907715
1889,710,1.907645
434,228,1.907519
1849,690,1.907449
550,329,1.90732
45,1589,1.907262
2123,215,1.907231
1927,137,1.90708
1077,723,1.907008
1870,91,1.906962
2210,1069,1.906837
93,1373,1.906809
1939,643,1.90677
1880,2389,1.906689
2014,2431,1.906641
45,1290,1.906638
2052,758,1.906563
2239,236,1.906555
1349,165,1.906438
519,229,1.906193
2118,710,1.906049
180,872,1.905843
2180,596,1.905807
1711,874,1.905801
1885,1417,1.905647
2351,2065,1.905559
2218,2126,1.905364
2264,2123,1.905364
134,1657,1.905189
1493,1425,1.905063
1520,116,1.90471
156,980,1.904704
1913,861,1.904648
523,41,1.904601
25,1961,1.904594
1689,26,1.904565
1580,1413,1.904561
1202,107,1.904549
230,1270,1.904428
461,626,1.904284
77,1288,1.904169
172,934,1.903754
254,979,1.903751
1987,694,1.903723
1687,1320,1.903636
2443,2351,1.903472
1945,2189,1.903439
1947,2189,1.903439
1189,322,1.903318
1852,635,1.903268
435,762,1.903236
2179,283,1.903135
95,1690,1.903115
583,585,1.903105
2378,596,1.903089
1848,106,1.902979
2147,189,1.902966
1005,393,1.902939
2289,672,1.90289
235,2310,1.902796
105,851,1.902654
2244,1230,1.9026
711,793,1.902558
1719,1233,1.902502
2403,1693,1.902378
1966,347,1.902361
2332,443,1.902329
2332,1386,1.902275
2394,1350,1.902089
1286,158,1.90194
2286,252,1.901848
2176,635,1.901792
804,648,1.901767
2179,2357,1.901685
349,69,1.901666
2462,191,1.901603
411,984,1.901602
1604,202,1.901596
122,844,1.901424
218,1050,1.901396
2276,167,1.901274
5,1824,1.901234
2136,860,1.901222
1665,541,1.90103
2412,1343,1.900647
2301,708,1.900534
1378,140,1.900039
1661,348,1.900009
1636,1730,1.899999
1630,1731,1.899999
1626,1746,1.899999
1627,1746,1.899999
1784,1450,1.899999
734,331,1.899862
1218,658,1.899828
709,897,1.899637
654,2477,1.899628
80,1024,1.899594
1727,304,1.899583
494,334,1.899434
804,558,1.899344
2332,1324,1.899179
1741,510,1.899044
1889,2393,1.898957
1575,1412,1.89886
2390,1327,1.89881
2229,2428,1.89869
2230,2429,1.89869
1493,1427,1.898684
2483,1343,1.89866
2430,445,1.89864
1270,649,1.898569
245,334,1.898481
1893,2415,1.898446
1940,643,1.898403
1368,258,1.898366
506,50,1.898221
1807,438,1.898123
2426,324,1.898052
2311,1348,1.897919
2259,1357,1.897867
144,924,1.897799
574,838,1.897711
797,646,1.897589
1276,176,1.897502
806,643,1.897471
61,1248,1.897408
1828,2471,1.897383
2181,2389,1.897335
2243,285,1.897259
1994,587,1.89719
581,657,1.89719
2472,1502,1.897123
1957,685,1.897083
2224,2399,1.897038
215,918,1.896856
2243,288,1.896829
2055,2380,1.896786
428,117,1.896645
659,152,1.896444
1908,343,1.896366
1945,844,1.89634
730,303,1.896118
2483,734,1.896059
523,249,1.89603
2322,2246,1.895834
1941,515,1.895752
58,1903,1.895675
2379,1346,1.89566
1996,2401,1.895651
1888,176,1.89553
1806,2438,1.895373
354,445,1.895281
1859,506,1.894991
2171,402,1.894964
1495,284,1.894854
1927,135,1.894816
1962,581,1.894784
2498,1455,1.894714
2302,1398,1.894701
57,1361,1.894695
2406,1349,1.89469
44,1592,1.894585
1893,150,1.894493
1872,903,1.8944
2081,1523,1.894146
2082,1523,1.894146
432,316,1.894119
2183,647,1.894083
376,380,1.894048
1368,100,1.89403
265,871,1.893967
2310,1391,1.893947
2112,854,1.893944
2243,2448,1.893866
2378,2251,1.893853
2177,1297,1.893795
2177,1298,1.893795
1369,72,1.893751
179,872,1.893719
1849,2438,1.893664
1661,73,1.893663
2294,688,1.893558
328,410,1.893512
1858,213,1.893407
2290,1365,1.893372
1302,90,1.893351
2368,984,1.893193
2380,965,1.893177
1513,1261,1.893153
1895,227,1.893151
1981,1992,1.892943
1278,154,1.892934
2054,147,1.892916
2276,1453,1.892814
2350,248,1.892719
1026,800,1.892708
1358,258,1.892634
1710,866,1.892632
1710,867,1.892632
2324,429,1.892596
2195,1104,1.892482
1182,45,1.892462
1444,240,1.892323
2139,2357,1.89227
332,1014,1.892199
2121,2445,1.892045
1686,1229,1.891891
1680,1230,1.891891
2374,1673,1.891876
2119,1525,1.891867
158,1070,1.891785
224,907,1.891758
2387,1328,1.891724
274,905,1.891719
1426,446,1.891609
256,877,1.891464
2395,1607,1.891144
508,53,1.891122
238,15,1.890963
254,878,1.890793
1726,329,1.890792
564,412,1.890739
1353,167,1.890734
1631,287,1.890612
2153,2206,1.890547
1953,1,1.890488
1867,2458,1.890473
113,798,1.890459
2220,1027,1.890396
2424,434,1.89038
1990,129,1.890325
2408,1704,1.89018
1881,699,1.890156
2380,964,1.890141
2434,355,1.890134
291,868,1.889969
2075,1489,1.889906
2151,885,1.889796
463,1023,1.889585
464,1023,1.889585
2422,1702,1.889545
2423,1702,1.889545
1904,1339,1.889514
172,905,1.889485
2367,1396,1.889452
783,1108,1.889415
770,617,1.889404
44,1584,1.889372
1927,520,1.88922
2276,263,1.889183
514,77,1.888997
1811,1370,1.888954
2135,1637,1.888671
1158,438,1.888536
1937,2382,1.888505
1576,1371,1.888387
2119,1526,1.888229
1973,2361,1.888175
2094,1529,1.888114
1983,1333,1.88811
2086,1522,1.888063
2115,965,1.88798
2304,252,1.887978
1098,713,1.887942
1682,1317,1.887864
1722,1091,1.887838
1361,254,1.887806
1898,127,1.887639
1939,14,1.887633
1948,1372,1.887614
1921,353,1.887584
2223,893,1.887529
1977,344,1.887466
429,633,1.887408
1332,97,1.887322
97,1515,1.887297
1291,165,1.887261
500,244,1.887249
813,636,1.887145
813,637,1.887145
430,471,1.886974
2363,1394,1.886942
209,884,1.88693
2383,1335,1.886853
2353,1377,1.886765
2180,734,1.886757
1932,595,1.886632
490,231,1.886619
2355,1394,1.886454
110,811,1.886369
1281,158,1.886367
1156,912,1.886362
529,225,1.886216
1935,181,1.886158
1898,0,1.886142
772,909,1.885965
2014,446,1.885947
2231,2438,1.885897
1918,138,1.885843
2372,1383,1.885764
479,193,1.885665
101,1023,1.885584
1833,1359,1.885551
1836,1359,1.885551
1863,163,1.885494
1562,493,1.885474
68,538,1.885419
1843,193,1.885345
71,1025,1.885234
562,846,1.885218
2146,292,1.88517
1225,203,1.885134
1899,0,1.885049
1814,411,1.884992
2349,2233,1.88493
254,859,1.884894
1942,2124,1.88489
98,1519,1.884856
1978,627,1.884743
1224,215,1.88469
186,923,1.884675
1905,220,1.884647
2050,757,1.884646
535,398,1.884514
118,894,1.884474
816,636,1.884366
2432,360,1.884337
2209,1521,1.88424
1842,687,1.884117
1317,209,1.884106
213,882,1.884093
705,240,1.883929
1624,329,1.883873
2208,2246,1.883696
167,1139,1.883659
2021,1457,1.883599
2203,962,1.883592
786,113,1.883535
1183,879,1.883403
1910,3,1.883333
1117,435,1.883318
2223,969,1.883286
2326,247,1.883277
2178,2472,1.88323
127,1216,1.883032
1301,9,1.882754
50,56,1.882698
105,125,1.882658
1896,407,1.882362
2163,502,1.882358
289,2385,1.882336
290,2385,1.882336
292,2385,1.882336
1430,326,1.882277
371,370,1.882265
1659,62,1.882245
2392,1702,1.882186
200,1038,1.882118
281,1014,1.881991
107,1921,1.88189
293,883,1.881544
1366,250,1.881456
1376,264,1.881144
1837,687,1.881033
1889,2437,1.881003
436,384,1.880997
1631,1751,1.880952
876,443,1.880917
2227,888,1.880915
2058,758,1.880867
2227,419,1.880859
1668,531,1.880805
2425,1909,1.880797
2131,2296,1.880633
1947,156,1.880609
1126,432,1.880401
460,201,1.880359
2068,258,1.880004
2395,1359,1.880001
1682,1520,1.879999
1691,1520,1.879999
1686,1521,1.879999
1691,1521,1.879999
1684,1522,1.879999
1691,1522,1.879999
1914,862,1.879722
551,283,1.879439
2052,2229,1.879384
1420,91,1.87938
1983,706,1.879332
2260,1021,1.879225
2265,1485,1.879163
784,122,1.878917
2266,2132,1.878884
1981,338,1.878831
2227,1342,1.878786
395,287,1.878784
1393,91,1.87867
2106,1399,1.878525
2011,553,1.878506
2483,746,1.878492
464,2258,1.878489
2286,425,1.878391
1214,107,1.878362
1559,1459,1.878362
1880,201,1.878332
1093,250,1.878313
1660,350,1.878217
2223,364,1.878154
2259,2133,1.878117
58,1902,1.878075
1281,152,1.877856
1722,467,1.877802
764,909,1.877777
339,378,1.877637
161,918,1.877632
2062,559,1.877588
800,1080,1.877566
293,868,1.877354
866,877,1.877314
226,1061,1.877255
210,913,1.87725
2187,1036,1.877198
245,1589,1.877195
1934,169,1.877148
1234,709,1.877116
2032,136,1.876921
1873,2343,1.876887
1879,178,1.876747
1590,419,1.876697
2063,473,1.876653
250,981,1.876626
1294,7,1.876601
1871,773,1.876453
243,2318,1.87633
1862,28,1.876261
1078,872,1.876178
931,560,1.876176
2176,252,1.876024
719,792,1.875989
201,1038,1.875769
202,1038,1.875769
252,1000,1.875758
2305,2342,1.87571
361,405,1.875708
2481,580,1.875609
1206,206,1.875598
2256,1469,1.875543
2105,1531,1.875201
2051,2362,1.875134
424,991,1.875129
1833,289,1.875087
2377,2205,1.875
290,2068,1.875
315,381,1.874993
809,1077,1.874975
811,1077,1.874975
1741,509,1.874647
525,315,1.874645
1843,2425,1.874594
2372,1674,1.874486
2101,1467,1.874258
1984,93,1.874204
2075,234,1.874174
1455,225,1.874137
390,513,1.874133
2361,36,1.874103
2080,1523,1.87407
2104,2259,1.873945
2219,2444,1.873911
57,586,1.873888
2333,1324,1.873757
1894,177,1.87372
355,446,1.873353
1119,598,1.87333
1877,93,1.873279
457,225,1.873249
2442,190,1.873202
2241,212,1.873101
1740,648,1.872883
2280,1353,1.872798
516,210,1.872605
1838,1356,1.872436
2451,1566,1.87234
2257,2316,1.872169
1898,726,1.872161
2181,2383,1.871955
202,891,1.871919
1955,649,1.87127
2260,2039,1.871233
1912,872,1.871215
93,845,1.871047
1760,158,1.871002
171,1401,1.87097
2198,1063,1.870963
1938,2075,1.870934
2318,1557,1.870787
752,316,1.870761
1901,141,1.870619
1151,436,1.870473
2469,1539,1.870467
689,927,1.870429
2489,2056,1.870427
703,323,1.870384
2051,2361,1.870293
2263,1613,1.870238
1888,2223,1.870224
1313,213,1.870099
117,778,1.870058
1945,655,1.870033
1962,201,1.869893
702,905,1.869653
2179,2239,1.86964
1175,47,1.869622
525,212,1.869587
2346,428,1.869559
1587,1415,1.869555
2264,1300,1.869521
2132,603,1.869509
1806,2439,1.869425
41,894,1.869356
2130,1356,1.869133
493,340,1.869071
408,931,1.869039
316,380,1.868959
2193,1074,1.868903
1877,103,1.868857
1601,12,1.868783
356,487,1.868654
1869,50,1.868594
2481,316,1.86856
6,2428,1.868555
1975,337,1.868507
808,641,1.868487
2442,1571,1.868458
1042,302,1.868347
437,382,1.868304
2146,188,1.868169
164,1119,1.868127
535,233,1.867968
2293,416,1.867904
1146,19,1.867801
497,1011,1.867759
1454,226,1.867671
50,901,1.867669
1078,475,1.867625
2316,504,1.867595
2252,1473,1.86757
1980,703,1.867316
2321,2361,1.867281
1878,234,1.867245
1565,1445,1.867155
157,1380,1.867134
338,932,1.867127
1316,216,1.867125
531,317,1.866937
2008,77,1.866925
1147,27,1.866888
2148,2210,1.866666
2172,2241,1.866666
2154,2290,1.866666
1255,71,1.866631
2000,182,1.866515
1919,148,1.866426
2170,153,1.866296
2280,870,1.86616
259,898,1.866034
2011,0,1.865874
746,251,1.865871
2233,863,1.865816
2001,2395,1.865816
1929,2379,1.865777
1875,773,1.865767
1881,15,1.865601
448,975,1.865585
2127,1404,1.865568
2426,1680,1.865565
2103,319,1.865506
371,515,1.865448
1969,2357,1.865183
2178,2182,1.865146
1878,2420,1.864951
145,1670,1.864864
141,1684,1.864864
1726,312,1.864844
2208,1103,1.864801
2229,279,1.864739
2483,1458,1.864675
870,878,1.864591
1857,206,1.864468
325,851,1.86445
2322,2245,1.864419
1871,187,1.86441
491,2019,1.864409
496,2020,1.864409
1380,132,1.864349
1869,206,1.864347
583,592,1.864327
1393,123,1.864224
1943,508,1.864133
1934,1594,1.864104
2240,569,1.864075
1338,119,1.864064
421,631,1.863816
863,884,1.863681
1977,1327,1.863636
337,484,1.863598
44,1294,1.863503
2201,645,1.863462
215,1581,1.863457
2253,2452,1.863194
2069,1500,1.863188
120,797,1.863185
2326,696,1.863085
2374,384,1.863067
2200,716,1.862911
1944,498,1.862895
1725,454,1.862823
1890,2437,1.862772
1722,252,1.862624
1524,1447,1.862538
2317,2219,1.862413
1932,506,1.862375
734,753,1.862365
1982,1496,1.862348
1157,62,1.862308
1865,2380,1.862268
2074,1452,1.862255
694,144,1.862189
2247,2134,1.862148
1934,506,1.862133
122,1025,1.862114
1692,307,1.86195
1097,713,1.861894
216,1379,1.861842
91,911,1.8618
423,610,1.861667
1306,116,1.861579
2302,2308,1.861486
2478,584,1.861334
2429,330,1.861302
514,219,1.861296
2020,1492,1.861293
2044,2438,1.861291
1860,2378,1.861277
1908,487,1.861251
1898,2419,1.86118
1868,94,1.861155
725,1123,1.861111
2296,242,1.861028
1972,65,1.860864
293,901,1.860838
1391,91,1.860812
163,1125,1.8608
1948,1373,1.860792
608,307,1.860736
773,171,1.860628
260,998,1.860583
1393,108,1.860551
281,905,1.860522
1940,2287,1.860338
1875,2341,1.860312
2386,1330,1.860272
1289,237,1.860201
2304,124,1.860121
1516,1428,1.860051
2100,2348,1.859993
1459,213,1.859835
1658,350,1.859775
1659,350,1.859775
2457,1347,1.859609
810,1073,1.859542
798,1075,1.859542
1371,480,1.859294
2103,308,1.859136
155,1812,1.859096
1880,2420,1.859028
2322,1346,1.858777
84,1512,1.858668
2148,1401,1.858616
29,1011,1.858604
863,880,1.858573
45,1294,1.858564
695,905,1.858541
1853,239,1.858299
411,1207,1.858263
156,1812,1.85826
2180,735,1.858188
1946,208,1.858155
142,1999,1.858154
604,988,1.858026
700,904,1.857957
768,566,1.857955
1745,441,1.857937
158,938,1.857919
1879,557,1.857916
1738,556,1.857829
1710,1288,1.857748
2263,1362,1.857618
1987,91,1.857615
2151,2291,1.857597
244,1072,1.857523
1658,54,1.85751
2150,885,1.857371
2118,676,1.857367
723,266,1.857264
1897,2170,1.857143
1898,2170,1.857143
2136,1983,1.857143
1971,2168,1.857142
1915,1310,1.857142
1916,1310,1.857142
1922,1314,1.857142
1922,1317,1.857142
1948,1319,1.857142
104,125,1.857139
2446,1351,1.857091
32,1105,1.856974
314,382,1.856911
547,746,1.856883
2172,515,1.85687
1694,567,1.856657
2263,1494,1.856627
433,762,1.856613
1281,119,1.856375
2063,1499,1.856148
166,1141,1.856065
2396,310,1.856063
2471,738,1.856061
1998,2399,1.856019
1993,2091,1.855932
548,1033,1.855788
2322,1335,1.85568
512,210,1.855618
176,2281,1.855585
2177,632,1.855575
2228,970,1.855534
340,385,1.855525
1880,2487,1.855336
628,275,1.855311
418,1003,1.855138
2113,755,1.855112
440,314,1.855095
50,2420,1.855072
2325,429,1.855043
79,1277,1.85501
237,2425,1.854957
1630,1446,1.854954
1178,320,1.854939
1313,218,1.854718
489,226,1.854652
2251,2264,1.854649
2252,2265,1.854649
2346,430,1.854633
2197,1093,1.854632
1938,133,1.854592
521,241,1.854511
2313,1292,1.854511
723,265,1.85441
326,1007,1.854316
2132,595,1.854275
2131,2014,1.854151
2132,2014,1.854151
2474,299,1.854012
1772,1442,1.853946
1181,856,1.853732
1844,508,1.853695
178,1003,1.853654
502,2319,1.853649
703,239,1.853626
2253,1467,1.853548
343,2256,1.8535
1982,79,1.853227
942,1105,1.853175
1692,1136,1.853154
1394,85,1.853076
1918,66,1.853036
90,1674,1.852942
773,172,1.852874
311,1381,1.852821
643,337,1.852721
2487,194,1.852707
1920,167,1.852677
1909,484,1.852587
89,943,1.852493
1943,2388,1.852446
1942,2389,1.852446
2330,428,1.852424
790,120,1.852409
2218,2127,1.852245
213,930,1.852218
2293,252,1.852191
1984,580,1.852183
2157,125,1.852132
1975,2390,1.85212
1410,314,1.852038
2175,646,1.852026
2363,1315,1.852016
728,914,1.852005
729,914,1.852005
1347,104,1.85196
1491,321,1.851874
1747,1252,1.851784
1917,393,1.851734
724,82,1.851511
167,1130,1.851446
1747,1253,1.851362
508,407,1.85124
1557,63,1.851234
1744,346,1.85119
43,1294,1.851151
310,385,1.850997
1982,1911,1.850975
1466,281,1.850954
255,977,1.850878
130,1216,1.850854
316,418,1.850618
392,397,1.850511
1900,797,1.850217
726,879,1.850104
1641,1729,1.85
2470,741,1.849977
2345,596,1.849945
1348,120,1.849937
2306,508,1.84979
1547,1471,1.849624
1548,1472,1.849624
1988,2051,1.849571
1756,181,1.849543
1689,1267,1.849481
267,903,1.849431
1683,350,1.849419
2108,773,1.849414
144,1354,1.849356
1738,2497,1.849256
71,1237,1.848966
69,917,1.848964
97,2211,1.848838
89,2280,1.848838
2280,1659,1.848741
82,906,1.848705
518,244,1.848667
2454,1350,1.848627
1765,4,1.848606
2273,266,1.848508
1285,241,1.848504
1901,663,1.848444
258,2147,1.84837
43,899,1.848345
2204,2376,1.848297
2320,457,1.848229
2012,2495,1.847957
2246,292,1.847904
234,878,1.847823
814,641,1.847758
2242,160,1.847715
1722,501,1.847507
127,910,1.847498
168,1691,1.847483
264,855,1.847453
1783,2435,1.847428
1782,2436,1.847428
1177,492,1.847364
2117,1431,1.847288
1638,1727,1.847222
162,1292,1.846977
2379,1374,1.846854
320,409,1.846783
1566,1358,1.846736
1981,703,1.846725
1962,580,1.846634
242,1049,1.846634
2252,2451,1.846451
132,924,1.84621
1405,478,1.846194
1679,1315,1.845973
1868,681,1.845897
1622,1422,1.845894
2188,960,1.845684
1755,190,1.845471
2090,1443,1.845453
431,316,1.84528
1856,2268,1.8452
909,466,1.845174
2136,1986,1.845
1926,2433,1.844903
38,741,1.844727
406,991,1.844476
1595,1364,1.844476
1596,1365,1.844476
1810,255,1.844475
582,635,1.844426
900,440,1.844366
1893,2281,1.844335
2097,2402,1.844317
1210,445,1.844276
2332,253,1.844181
105,1900,1.844158
2184,1001,1.844099
2173,2221,1.84384
2252,1348,1.843747
2277,2304,1.843663
619,1005,1.843636
463,322,1.84359
2093,1522,1.843457
2282,273,1.843453
2342,429,1.843422
697,1016,1.84339
1901,715,1.843267
1623,16,1.843104
1756,246,1.843083
1981,695,1.842987
133,927,1.842893
349,2413,1.842888
1600,20,1.842694
514,214,1.842633
330,427,1.842627
1520,87,1.842547
2188,513,1.842505
1737,494,1.842489
104,1256,1.842438
863,553,1.842405
2346,1673,1.842399
2347,1673,1.842399
1936,2388,1.842384
1422,91,1.842342
1925,515,1.842332
1979,124,1.842296
1998,2232,1.842245
1698,484,1.842134
711,794,1.841963
2194,2059,1.841924
2003,2471,1.841879
1056,479,1.84185
501,241,1.841822
2223,963,1.841528
2313,1488,1.84142
2355,2124,1.841271
513,214,1.841253
1963,580,1.841224
2329,462,1.841107
466,298,1.840997
1918,678,1.840991
99,1242,1.840914
1277,344,1.840897
1991,654,1.840741
1861,115,1.840601
1989,1365,1.840581
1967,344,1.840561
152,1239,1.84029
2258,2268,1.84018
525,326,1.839817
1832,290,1.839602
2312,265,1.839601
1942,659,1.83954
59,1904,1.839516
2462,1106,1.839381
1274,654,1.839235
2145,289,1.839125
254,1010,1.83892
2337,1553,1.838886
1496,103,1.838477
40,892,1.838424
2113,1672,1.838418
2284,221,1.838292
2230,2438,1.838225
1287,12,1.838061
1713,878,1.838051
202,873,1.83796
1710,1233,1.837928
371,2431,1.837837
1973,626,1.837789
1781,2425,1.837748
548,247,1.837716
1432,324,1.837698
2190,2388,1.837636
208,855,1.837515
1982,700,1.837292
2252,1474,1.83728
252,1589,1.83721
339,75,1.8372
1975,19,1.837196
208,1245,1.837179
580,659,1.83717
1982,579,1.837052
113,1561,1.837007
1874,83,1.837003
2095,877,1.836946
1596,2,1.83694
94,1272,1.83694
1408,122,1.836919
970,545,1.836906
2203,1103,1.836888
707,261,1.836812
2384,1357,1.836677
2425,436,1.836445
2443,382,1.836382
1508,1401,1.836286
172,1127,1.836268
719,631,1.83625
800,1070,1.836076
895,445,1.836058
714,795,1.836002
241,881,1.835973
1370,334,1.835896
1805,410,1.835578
2295,689,1.835563
243,2326,1.835552
2216,1068,1.835488
2213,1564,1.835376
1912,693,1.835321
1822,2423,1.835303
2006,79,1.835027
972,453,1.83496
2193,98,1.834806
251,1001,1.834665
2097,2400,1.834574
2176,638,1.834514
1376,109,1.834474
2135,188,1.834383
1369,286,1.83423
1844,91,1.8342
2318,1555,1.83417
508,325,1.834165
2118,487,1.834081
1678,1314,1.83406
1692,1325,1.83406
249,844,1.834047
2006,1331,1.834016
2372,1366,1.833978
1172,45,1.833906
1278,177,1.833857
2069,668,1.833804
2397,1908,1.833788
1857,506,1.833602
2173,2341,1.833333
1897,2076,1.833166
74,1291,1.832854
1886,1710,1.832825
2169,2385,1.832805
2019,2499,1.832797
1578,1418,1.832732
2175,146,1.832675
1329,114,1.832592
129,1053,1.832571
2236,2442,1.832483
80,1010,1.832462
1939,2275,1.832449
213,871,1.832396
575,839,1.832356
68,1289,1.832279
2446,184,1.832253
2394,1693,1.832187
595,935,1.831765
1917,641,1.831759
1300,163,1.831741
1978,2371,1.831726
1954,669,1.831506
1282,175,1.831503
642,349,1.831494
1951,308,1.831426
2208,970,1.831224
1870,79,1.831203
492,1162,1.831158
1961,632,1.831106
2223,994,1.831062
746,578,1.830995
2078,26,1.830986
1562,440,1.830918
2340,2228,1.830898
2293,221,1.830845
2004,2487,1.830772
1868,2445,1.830739
508,193,1.83072
1395,90,1.830709
2343,1130,1.830664
1948,1,1.83055
2003,2123,1.83051
224,850,1.830485
194,1185,1.83048
2129,292,1.830446
1872,487,1.830317
2123,216,1.830257
317,880,1.83023
187,911,1.830102
239,2464,1.830082
1405,559,1.83004
1998,597,1.829794
2120,2469,1.82979
1617,1425,1.829687
718,312,1.829504
33,896,1.82947
1921,1374,1.829466
1857,2270,1.829327
1978,694,1.829319
2086,1531,1.829254
2181,2371,1.829188
705,258,1.828864
152,1235,1.828821
1757,156,1.828805
2342,2224,1.828644
490,230,1.828536
